gene,pooled_mean_lfc_re,combined_pval,x,y,significant,insignificant,pos,neg,sig.pos,sig.neg,insig.pos,insig.neg,group
AL035420.1,0.058180765278107255,1.5069851459241598e-05,0.058180765278107255,4.821891028425225,True,False,True,False,True,False,False,False,sig.pos
AL035446.1,-0.13655413398996133,5.757553359221689e-10,-0.13655413398996133,9.239762028438303,True,False,False,True,False,True,False,False,sig.neg
LINC01781,0.062136712870091815,0.0031203848848652647,0.062136712870091815,2.505791834486706,True,False,True,False,True,False,False,False,sig.pos
AL138720.1,0.11067327670362317,2.3212575209503846e-08,0.11067327670362317,7.63427667612154,True,False,True,False,True,False,False,False,sig.pos
LINC01937,-0.04989805287064251,8.927669367320386e-06,-0.04989805287064251,5.049261902031854,True,False,False,True,False,True,False,False,sig.neg
LANCL1-AS1,-0.015518521543294082,0.02391913657800864,-0.015518521543294082,1.6212545013631516,True,False,False,True,False,True,False,False,sig.neg
AL604028.2,-0.08117386101420901,0.00022209055199396197,-0.08117386101420901,3.6534699164815305,True,False,False,True,False,True,False,False,sig.neg
AL356010.2,0.05222988326377049,6.732675775877232e-09,0.05222988326377049,8.171812299261122,True,False,True,False,True,False,False,False,sig.pos
PINLYP,-0.08443929566123405,1.8844098799921976e-09,-0.08443929566123405,8.724824627414677,True,False,False,True,False,True,False,False,sig.neg
RPL34-DT,0.14663786439091128,5.204614554848985e-15,0.14663786439091128,14.283611428093996,True,False,True,False,True,False,False,False,sig.pos
AC008267.3,0.048843416920199674,3.524115973914474e-05,0.048843416920199674,4.452949807977827,True,False,True,False,True,False,False,False,sig.pos
EPCAM-DT,-0.01511650778043509,0.13990460425350193,-0.01511650778043509,0.8541679926633874,False,True,False,True,False,False,False,True,insig.neg
TMEM212-AS1,-0.13782588731547457,1.0352627433418192e-09,-0.13782588731547457,8.984949414939111,True,False,False,True,False,True,False,False,sig.neg
WASH4P,-0.30458407184521136,1.9509829142227643e-23,-0.30458407184521136,22.70974653393263,True,False,False,True,False,True,False,False,sig.neg
SLC25A25-AS1,0.024957640870320704,0.0018607534742771624,0.024957640870320704,2.7303111614490874,True,False,True,False,True,False,False,False,sig.pos
SNHG20,0.015994432466523788,0.00025379946171089985,0.015994432466523788,3.595509303345466,True,False,True,False,True,False,False,False,sig.pos
HGH1,0.014723210216407991,0.002246738397915603,0.014723210216407991,2.648447492314185,True,False,True,False,True,False,False,False,sig.pos
RPL5P28,0.00020794920947021962,0.015201823323654601,0.00020794920947021962,1.8181043191662953,True,False,True,False,True,False,False,False,sig.pos
AC099329.1,-0.1953927452741543,9.7087417883425e-16,-0.1953927452741543,15.012837049163691,True,False,False,True,False,True,False,False,sig.neg
RPSAP76,0.042504549326874586,0.000306410455962334,0.042504549326874586,3.5136964189047544,True,False,True,False,True,False,False,False,sig.pos
SMIM27,0.10084286107891001,3.829771157277145e-07,0.10084286107891001,6.416827175927203,True,False,True,False,True,False,False,False,sig.pos
DICER1-AS1,0.09954283553691712,5.9274822543064885e-06,0.09954283553691712,5.227129737538438,True,False,True,False,True,False,False,False,sig.pos
AC007389.2,0.0075736366957711646,0.32958185101234305,0.0075736366957711646,0.48203671148404076,False,True,True,False,False,False,True,False,insig.pos
KIAA0040,-0.05723794504072859,0.00014746761191701562,-0.05723794504072859,3.831303352636663,True,False,False,True,False,True,False,False,sig.neg
OLMALINC,0.02103121962145363,0.0009628885498861063,0.02103121962145363,3.016423977642374,True,False,True,False,True,False,False,False,sig.pos
AC006978.1,0.0063637633698353496,0.05406604491683672,0.0063637633698353496,1.2670753991245414,False,True,True,False,False,False,True,False,insig.pos
AF064858.1,-0.198651232757649,2.586198032251336e-12,-0.198651232757649,11.587338223066949,True,False,False,True,False,True,False,False,sig.neg
THRAP3P3,0.05766396099802683,0.00308800106039456,0.05766396099802683,2.5103225592030673,True,False,True,False,True,False,False,False,sig.pos
ZNF815P,0.06796086691688255,0.0010862191973996765,0.06796086691688255,2.9640825259301793,True,False,True,False,True,False,False,False,sig.pos
MORC2-AS1,0.04229533425902373,0.025337301703227136,0.04229533425902373,1.596239637195086,True,False,True,False,True,False,False,False,sig.pos
PTCSC2,0.06134009908857491,7.217813771302776e-05,0.06134009908857491,4.141594327477252,True,False,True,False,True,False,False,False,sig.pos
AL445231.1,0.010739182484704903,0.13716632713205199,0.010739182484704903,0.8627524902007206,False,True,True,False,False,False,True,False,insig.pos
AC105021.1,0.06302069772932382,0.0008797387079963273,0.06302069772932382,3.0556462989018165,True,False,True,False,True,False,False,False,sig.pos
SLFN14,-0.5783470928250357,4.309830188962642e-42,-0.5783470928250357,41.36553984108041,True,False,False,True,False,True,False,False,sig.neg
LINC02653,0.08840432693019334,4.568110053607425e-06,0.08840432693019334,5.340263441737105,True,False,True,False,True,False,False,False,sig.pos
CCDC200,0.13447436580702515,1.9162765442476908e-10,0.13447436580702515,9.717541816252139,True,False,True,False,True,False,False,False,sig.pos
DDX11L2,0.036335615698625576,0.0001992312125785178,0.036335615698625576,3.7006426217922006,True,False,True,False,True,False,False,False,sig.pos
LINC01134,-0.08628114341592304,2.807054100189022e-06,-0.08628114341592304,5.5517492171528255,True,False,False,True,False,True,False,False,sig.neg
RNF217-AS1,0.025364203982983856,1.2669895863228737e-06,0.025364203982983856,5.897226954667544,True,False,True,False,True,False,False,False,sig.pos
LINC01923,-0.07189443816906485,0.0005818630580835076,-0.07189443816906485,3.2351792148632508,True,False,False,True,False,True,False,False,sig.neg
LINC01010,0.00848214880463902,0.3698096165937432,0.00848214880463902,0.43202179956058145,False,True,True,False,False,False,True,False,insig.pos
LINC01844,-0.035754536839008394,5.719437233788302e-05,-0.035754536839008394,4.242646701676237,True,False,False,True,False,True,False,False,sig.neg
ANKRD20A7P,-0.12303779163147062,1.2291695807429363e-08,-0.12303779163147062,7.910388196120635,True,False,False,True,False,True,False,False,sig.neg
LINC01563,-0.007257507713897313,0.01117932597800039,-0.007257507713897313,1.9515843800685015,True,False,False,True,False,True,False,False,sig.neg
BCYRN1,0.07088037369243246,0.0008196540740236265,0.07088037369243246,3.0863693981534484,True,False,True,False,True,False,False,False,sig.pos
Z97634.1,0.005457180452135276,0.42271361659429063,0.005457180452135276,0.37395376230460764,False,True,True,False,False,False,True,False,insig.pos
TMSB4XP1,0.02686470288957899,0.21575377469437676,0.02686470288957899,0.6660415973990876,False,True,True,False,False,False,True,False,insig.pos
AC007563.2,0.03849376122457843,0.03486554849288486,0.03849376122457843,1.4576034982330612,True,False,True,False,True,False,False,False,sig.pos
LINC02814,-0.09296142593284593,2.008173814292445e-07,-0.09296142593284593,6.69719870023161,True,False,False,True,False,True,False,False,sig.neg
PIEZO1P2,-0.2351131431320527,3.2693610667414786e-19,-0.2351131431320527,18.485537113486888,True,False,False,True,False,True,False,False,sig.neg
CDKN2AIPNL,-0.028067640207923145,0.005738516388289533,-0.028067640207923145,2.241200373745304,True,False,False,True,False,True,False,False,sig.neg
CECR7,0.02099745564875157,0.1590235940393894,0.02099745564875157,0.798538435422137,False,True,True,False,False,False,True,False,insig.pos
MEIOSIN,0.03510585126019347,0.2590389222572629,0.03510585126019347,0.5866349754880815,False,True,True,False,False,False,True,False,insig.pos
PKN2-AS1,-0.06978073299824623,5.7442238977298796e-05,-0.06978073299824623,4.240768640553097,True,False,False,True,False,True,False,False,sig.neg
LINC01497,-0.011502002141162905,0.4470730264075604,-0.011502002141162905,0.34962153195647244,False,True,False,True,False,False,False,True,insig.neg
AL034379.1,0.034474977410718144,0.0016913473547275379,0.034474977410718144,2.771767191485769,True,False,True,False,True,False,False,False,sig.pos
LINC00211,-0.1336513696659232,3.3855378355963305e-09,-0.1336513696659232,8.470372328314973,True,False,False,True,False,True,False,False,sig.neg
AC002066.1,-0.13461004854911293,4.4156442566341705e-16,-0.13461004854911293,15.355005922508042,True,False,False,True,False,True,False,False,sig.neg
AC092422.1,-0.0044461712118275725,0.3528063074620944,-0.0044461712118275725,0.45246365916522996,False,True,False,True,False,False,False,True,insig.neg
AL357079.1,0.09379382075835334,3.915715778211687e-05,0.09379382075835334,4.407188838940908,True,False,True,False,True,False,False,False,sig.pos
FLG-AS1,-0.01829260465902301,0.11704603744098263,-0.01829260465902301,0.9316432846298576,False,True,False,True,False,False,False,True,insig.neg
SPATA3-AS1,0.07068341728469628,0.0004048086245195348,0.07068341728469628,3.392750243348735,True,False,True,False,True,False,False,False,sig.pos
LRRC37A2,0.1284433139922222,2.2540024406324933e-09,0.1284433139922222,8.647045618035852,True,False,True,False,True,False,False,False,sig.pos
GOLGA2P5,0.0340316580225351,0.038004482233437574,0.0340316580225351,1.4201651798449564,True,False,True,False,True,False,False,False,sig.pos
CD81-AS1,-0.01254854486889331,0.0072725535423667775,-0.01254854486889331,2.138313072684019,True,False,False,True,False,True,False,False,sig.neg
LINC01877,-0.058630341809123285,7.69524889685931e-08,-0.058630341809123285,7.1137773286870285,True,False,False,True,False,True,False,False,sig.neg
RPL37P2,0.07698197047501154,9.216406606009978e-07,0.07698197047501154,6.03543837345525,True,False,True,False,True,False,False,False,sig.pos
AC009120.1,-0.22815789656908905,6.499099692815867e-18,-0.22815789656908905,17.187146801129906,True,False,False,True,False,True,False,False,sig.neg
AC104389.5,0.04904503225479996,4.685119815920005e-09,0.04904503225479996,8.329279298110775,True,False,True,False,True,False,False,False,sig.pos
RPS3AP22,0.06877514551257764,0.0010953563939232313,0.06877514551257764,2.9604445523021314,True,False,True,False,True,False,False,False,sig.pos
ZNF542P,0.15500575458452853,3.7729929948136924e-12,0.15500575458452853,11.423314001137882,True,False,True,False,True,False,False,False,sig.pos
FAR2P3,-0.07168560140950073,0.00031261338494996193,-0.07168560140950073,3.5049924310338456,True,False,False,True,False,True,False,False,sig.neg
AC004594.1,0.04996023888543259,0.06027925210088532,0.04996023888543259,1.2198321447196072,False,True,True,False,False,False,True,False,insig.pos
AC092979.1,-0.03269160739070297,0.11718763768889498,-0.03269160739070297,0.9311182003202538,False,True,False,True,False,False,False,True,insig.neg
L1TD1,0.0844070117203721,1.6585929123068327e-05,0.0844070117203721,4.780260194827693,True,False,True,False,True,False,False,False,sig.pos
RPSAP48,0.08763352248500651,1.7398468158201064e-05,0.08763352248500651,4.759488987333855,True,False,True,False,True,False,False,False,sig.pos
AC025271.1,0.05931118901200339,0.00012862750837838884,0.05931118901200339,3.8906661429251708,True,False,True,False,True,False,False,False,sig.pos
AC132942.1,0.03333476193990901,0.11794079252351816,0.03333476193990901,0.9283359582316538,False,True,True,False,False,False,True,False,insig.pos
NSUN6,-0.0705781445899137,3.427245595580027e-08,-0.0705781445899137,7.465054773018791,True,False,False,True,False,True,False,False,sig.neg
